nl,nl type,chart,table name,database,label,column,filter,aggregate,mark,encoding,sort
Give me the proportion of different classes of races.,abstract,Pie,race,race_track,mark arc data race encoding x class y aggregate count class transform group x,Class,none,count Class,arc,"x=Class,y=count Class,color=none",none
"What are the names and seatings of tracks opened these years, ordered by seating?",abstract,Bar,track,race_track,mark bar data track encoding x name y aggregate none seating transform filter year_opened > 2000 sort y,"Name,Seating",Year_Opened gt 2000,none,bar,"x=Name,y=Seating,color=none",y asc
Display the names and seatings of tracks opened post-2000 by seating.,abstract,Bar,track,race_track,mark bar data track encoding x name y aggregate none seating transform filter year_opened > 2000 ,"Name,Seating",Year_Opened gt 2000,none,bar,"x=Name,y=Seating,color=none",none
"Give me the seatings of tracks with a Year_Opened after 2000, presented in a bar chart.",abstract,Bar,track,race_track,mark bar data track encoding x name y aggregate none seating transform filter year_opened > 2000 ,"Name,Seating",Year_Opened gt 2000,none,bar,"x=Name,y=Seating,color=none",none
"Plot the seatings of tracks opened in the recent years, organized by seating.",abstract,Bar,track,race_track,mark bar data track encoding x name y aggregate none seating transform filter year_opened > 2000 ,"Name,Seating",Year_Opened gt 2000,none,bar,"x=Name,y=Seating,color=none",none
Can you tell me the names and seatings of tracks opened after 2000?,abstract,Pie,track,race_track,mark arc data track encoding x name y aggregate none seating transform filter year_opened > 2000,"Name,Seating",Year_Opened gt 2000,none,arc,"x=Name,y=Seating,color=none",none
What percentage of tracks opened recently have what settings?,abstract,Pie,track,race_track,mark arc data track encoding x name y aggregate none seating transform filter year_opened > 2000,"Name,Seating",Year_Opened gt 2000,none,arc,"x=Name,y=Seating,color=none",none
Show me the seating capacity for tracks opened these days.,abstract,Pie,track,race_track,mark arc data track encoding x name y aggregate none seating transform filter year_opened > 2000,"Name,Seating",Year_Opened gt 2000,none,arc,"x=Name,y=Seating,color=none",none
What information do you have about tracks opened in the 21st century?,abstract,Pie,track,race_track,mark arc data track encoding x name y aggregate none seating transform filter year_opened > 2000,"Name,Seating",Year_Opened gt 2000,none,arc,"x=Name,y=Seating,color=none",none
What's the seating capacity of tracks opened recently?,abstract,Pie,track,race_track,mark arc data track encoding x name y aggregate none seating transform filter year_opened > 2000,"Name,Seating",Year_Opened gt 2000,none,arc,"x=Name,y=Seating,color=none",none
What are the seatings of tracks opened after the year 2000?,abstract,Pie,track,race_track,mark arc data track encoding x name y aggregate none seating transform filter year_opened > 2000,"Name,Seating",Year_Opened gt 2000,none,arc,"x=Name,y=Seating,color=none",none
How many countries have managers aged over 50 or under 46?,abstract,Bar,manager,railway,mark bar data manager encoding x country y aggregate count country transform filter age > 50 or age < 46 group x ,Country,Age gt 50 or Age lt 46,count Country,bar,"x=Country,y=count Country,color=none",none
What countries have managers aged older than 50 or younger than 46?,abstract,Bar,manager,railway,mark bar data manager encoding x country y aggregate count country transform filter age > 50 or age < 46 group x ,Country,Age gt 50 or Age lt 46,count Country,bar,"x=Country,y=count Country,color=none",none
Show me which countries have managers aged either over 50 or under 46.,abstract,Bar,manager,railway,mark bar data manager encoding x country y aggregate count country transform filter age > 50 or age < 46 group x ,Country,Age gt 50 or Age lt 46,count Country,bar,"x=Country,y=count Country,color=none",none
Give me a list of countries with managers aged above 50 / below 46.,abstract,Bar,manager,railway,mark bar data manager encoding x country y aggregate count country transform filter age > 50 or age < 46 group x ,Country,Age gt 50 or Age lt 46,count Country,bar,"x=Country,y=count Country,color=none",none
What countries have managers aged over 50 or below 46?,abstract,Bar,manager,railway,mark bar data manager encoding x country y aggregate count country transform filter age > 50 or age < 46 group x ,Country,Age gt 50 or Age lt 46,count Country,bar,"x=Country,y=count Country,color=none",none
Can you tell me which countries have managers aged over 50 or under 46?,abstract,Bar,manager,railway,mark bar data manager encoding x country y aggregate count country transform filter age > 50 or age < 46 group x ,Country,Age gt 50 or Age lt 46,count Country,bar,"x=Country,y=count Country,color=none",none
Can you show me the countries with managers aged above 50 or below 46?,abstract,Bar,manager,railway,mark bar data manager encoding x country y aggregate count country transform filter age > 50 or age < 46 group x ,Country,Age gt 50 or Age lt 46,count Country,bar,"x=Country,y=count Country,color=none",none
How many countries have managers aged over 50 or below 46?,abstract,Pie,manager,railway,mark arc data manager encoding x country y aggregate count country transform filter age > 50 or age < 46 group x,Country,Age gt 50 or Age lt 46,count Country,arc,"x=Country,y=count Country,color=none",none
What countries have managers younger than 46 or older than 50?,abstract,Pie,manager,railway,mark arc data manager encoding x country y aggregate count country transform filter age > 50 or age < 46 group x,Country,Age gt 50 or Age lt 46,count Country,arc,"x=Country,y=count Country,color=none",none
Do any countries have managers under the age of 46 or over 50?,abstract,Pie,manager,railway,mark arc data manager encoding x country y aggregate count country transform filter age > 50 or age < 46 group x,Country,Age gt 50 or Age lt 46,count Country,arc,"x=Country,y=count Country,color=none",none
Which countries have managers either above 50 or below 46?,abstract,Pie,manager,railway,mark arc data manager encoding x country y aggregate count country transform filter age > 50 or age < 46 group x,Country,Age gt 50 or Age lt 46,count Country,arc,"x=Country,y=count Country,color=none",none
Where are the countries with managers aged over 50 or below 46?,abstract,Pie,manager,railway,mark arc data manager encoding x country y aggregate count country transform filter age > 50 or age < 46 group x,Country,Age gt 50 or Age lt 46,count Country,arc,"x=Country,y=count Country,color=none",none
What trains can I take to get to Chennai? ,abstract,Pie,train,station_weather,mark arc data train encoding x time y aggregate none train_number transform filter destination = 'chennai',"time,train_number",destination = 'Chennai',none,arc,"x=time,y=train_number,color=none",none
What are the train time and numbers to Chennai? ,abstract,Pie,train,station_weather,mark arc data train encoding x time y aggregate none train_number transform filter destination = 'chennai',"time,train_number",destination = 'Chennai',none,arc,"x=time,y=train_number,color=none",none
What is the time and corresponding number of trains that go to Chennai? ,abstract,Pie,train,station_weather,mark arc data train encoding x time y aggregate none train_number transform filter destination = 'chennai',"time,train_number",destination = 'Chennai',none,arc,"x=time,y=train_number,color=none",none
Show me the train numbers and time that go to Chennai. ,abstract,Pie,train,station_weather,mark arc data train encoding x time y aggregate none train_number transform filter destination = 'chennai',"time,train_number",destination = 'Chennai',none,arc,"x=time,y=train_number,color=none",none
Do you have a chart of the train times and numbers to Chennai? ,abstract,Pie,train,station_weather,mark arc data train encoding x time y aggregate none train_number transform filter destination = 'chennai',"time,train_number",destination = 'Chennai',none,arc,"x=time,y=train_number,color=none",none
Can I see a visualization of the train times and numbers to Chennai? ,abstract,Pie,train,station_weather,mark arc data train encoding x time y aggregate none train_number transform filter destination = 'chennai',"time,train_number",destination = 'Chennai',none,arc,"x=time,y=train_number,color=none",none
the time and train numbers to Chennai.,abstract,Pie,train,station_weather,mark arc data train encoding x time y aggregate none train_number transform filter destination = 'chennai',"time,train_number",destination = 'Chennai',none,arc,"x=time,y=train_number,color=none",none
Show me the lengths and heights of roller coasters.,abstract,Scatter,roller_coaster,roller_coaster,mark point data roller_coaster encoding x length y aggregate none height,"Length,Height",none,none,point,"x=Length,y=Height,color=none",none
What are the heights and lengths of roller coasters?,abstract,Scatter,roller_coaster,roller_coaster,mark point data roller_coaster encoding x length y aggregate none height,"Length,Height",none,none,point,"x=Length,y=Height,color=none",none
What is the range of lengths and heights of roller coasters?,abstract,Scatter,roller_coaster,roller_coaster,mark point data roller_coaster encoding x length y aggregate none height,"Length,Height",none,none,point,"x=Length,y=Height,color=none",none
What do the lengths and heights of roller coasters look like?,abstract,Scatter,roller_coaster,roller_coaster,mark point data roller_coaster encoding x length y aggregate none height,"Length,Height",none,none,point,"x=Length,y=Height,color=none",none
What is the relationship between heights and lengths of roller coasters?,abstract,Scatter,roller_coaster,roller_coaster,mark point data roller_coaster encoding x length y aggregate none height,"Length,Height",none,none,point,"x=Length,y=Height,color=none",none
