nl,nl type,chart,hardness,table name,database,label,column,aggregate,mark,encoding,sort,filter
Give me a visualization of the fate of each mission.,abstract,Bar,Easy,mission,ship_mission,mark bar data mission encoding x fate y aggregate count fate transform group x ,Fate,count Fate,bar,"x=Fate,y=count Fate,color=none",none,none
"Show me a graph of the different fates, ordered by number descending.",abstract,Bar,Medium,mission,ship_mission,mark bar data mission encoding x fate y aggregate count fate transform group x sort y desc,Fate,count Fate,bar,"x=Fate,y=count Fate,color=none",y desc,none
What is the breakdown of the fates based on number? Can you show me a chart?,abstract,Bar,Medium,mission,ship_mission,mark bar data mission encoding x fate y aggregate count fate transform group x ,Fate,count Fate,bar,"x=Fate,y=count Fate,color=none",none,none
Create a graph with the fate results ordered by descending number.,abstract,Bar,Medium,mission,ship_mission,mark bar data mission encoding x fate y aggregate count fate transform group x sort y desc,Fate,count Fate,bar,"x=Fate,y=count Fate,color=none",y desc,none
"Make me a chart of the fate results, ordered by how many there are?",abstract,Bar,Medium,mission,ship_mission,mark bar data mission encoding x fate y aggregate count fate transform group x sort y desc,Fate,count Fate,bar,"x=Fate,y=count Fate,color=none",y desc,none
What percentage of branches are located in London?,abstract,Pie,Easy,branch,shop_membership,mark arc data branch encoding x city y aggregate count city transform group x,City,count City,arc,"x=City,y=count City,color=none",none,none
What's the distribution of the cities in the branch table?,abstract,Pie,Easy,branch,shop_membership,mark arc data branch encoding x city y aggregate count city transform group x,City,count City,arc,"x=City,y=count City,color=none",none,none
How many branches are there in each city? ,abstract,Pie,Easy,branch,shop_membership,mark arc data branch encoding x city y aggregate count city transform group x,City,count City,arc,"x=City,y=count City,color=none",none,none
What's the ratio of London branches? ,abstract,Pie,Easy,branch,shop_membership,mark arc data branch encoding x city y aggregate count city transform group x,City,count City,arc,"x=City,y=count City,color=none",none,none
What's the breakdown of cities in the branch table? ,abstract,Pie,Easy,branch,shop_membership,mark arc data branch encoding x city y aggregate count city transform group x,City,count City,arc,"x=City,y=count City,color=none",none,none
What's the split between cities in the branch table?,abstract,Pie,Easy,branch,shop_membership,mark arc data branch encoding x city y aggregate count city transform group x,City,count City,arc,"x=City,y=count City,color=none",none,none
"Show me a bar chart of players with hours spent training below 1500, ordered by the amount of hours.",abstract,Bar,Medium,Player,soccer_2,mark bar data player encoding x pname y aggregate none hs transform filter hs < 1500 sort y asc,"pName,HS",none,bar,"x=pName,y=HS,color=none",y asc,HS lt 1500
"What are the names and hours spent training for players with less than 1500 hours, in a bar chart?",abstract,Bar,Medium,Player,soccer_2,mark bar data player encoding x pname y aggregate none hs transform filter hs < 1500 ,"pName,HS",none,bar,"x=pName,y=HS,color=none",none,HS lt 1500
"Can I get a bar chart of players training for less than 1500 hours, sorted by hours?",abstract,Bar,Medium,Player,soccer_2,mark bar data player encoding x pname y aggregate none hs transform filter hs < 1500 sort y asc,"pName,HS",none,bar,"x=pName,y=HS,color=none",y asc,HS lt 1500
"Give me a bar chart of players who have trained for less than 1500 hours, sorted by the hour count.",abstract,Bar,Medium,Player,soccer_2,mark bar data player encoding x pname y aggregate none hs transform filter hs < 1500 sort y asc,"pName,HS",none,bar,"x=pName,y=HS,color=none",y asc,HS lt 1500
Visualize the proportion of players who train for less than 1500 hours.,abstract,Pie,Easy,Player,soccer_2,mark arc data player encoding x pname y aggregate none hs transform filter hs < 1500,"pName,HS",none,arc,"x=pName,y=HS,color=none",none,HS lt 1500
What's the distribution of players who train for under 1500 hours?,abstract,Pie,Easy,Player,soccer_2,mark arc data player encoding x pname y aggregate none hs transform filter hs < 1500,"pName,HS",none,arc,"x=pName,y=HS,color=none",none,HS lt 1500
Plot the names and training hours of players who train less than 1500.,abstract,Pie,Easy,Player,soccer_2,mark arc data player encoding x pname y aggregate none hs transform filter hs < 1500,"pName,HS",none,arc,"x=pName,y=HS,color=none",none,HS lt 1500
Show me the ratio of players who train for less than 1500 hours.,abstract,Pie,Easy,Player,soccer_2,mark arc data player encoding x pname y aggregate none hs transform filter hs < 1500,"pName,HS",none,arc,"x=pName,y=HS,color=none",none,HS lt 1500
Create a chart for players with training hours under 1500.,abstract,Pie,Easy,Player,soccer_2,mark arc data player encoding x pname y aggregate none hs transform filter hs < 1500,"pName,HS",none,arc,"x=pName,y=HS,color=none",none,HS lt 1500
Show me the distribution of enrollment over states.,abstract,Bar,Easy,College,soccer_2,mark bar data college encoding x state y aggregate none enr transform ,"state,enr",none,bar,"x=state,y=enr,color=none",none,none
What is the enrollment breakdown by state?,abstract,Bar,Easy,College,soccer_2,mark bar data college encoding x state y aggregate none enr transform ,"state,enr",none,bar,"x=state,y=enr,color=none",none,none
How do the enrollments differ across states?,abstract,Bar,Easy,College,soccer_2,mark bar data college encoding x state y aggregate none enr transform ,"state,enr",none,bar,"x=state,y=enr,color=none",none,none
Can you display a chart of enrollment per state?,abstract,Bar,Easy,College,soccer_2,mark bar data college encoding x state y aggregate none enr transform ,"state,enr",none,bar,"x=state,y=enr,color=none",none,none
Give me a visualization of enrollment by state.,abstract,Bar,Easy,College,soccer_2,mark bar data college encoding x state y aggregate none enr transform ,"state,enr",none,bar,"x=state,y=enr,color=none",none,none
Show me a picture that reflects the distribution of state and enr.,abstract,Pie,Easy,College,soccer_2,mark arc data college encoding x state y aggregate none enr transform ,"state,enr",none,arc,"x=state,y=enr,color=none",none,none
Can you generate a visualization for state and enr?,abstract,Pie,Easy,College,soccer_2,mark arc data college encoding x state y aggregate none enr transform ,"state,enr",none,arc,"x=state,y=enr,color=none",none,none
I need a chart to display the proportion of state and enr.,abstract,Pie,Easy,College,soccer_2,mark arc data college encoding x state y aggregate none enr transform ,"state,enr",none,arc,"x=state,y=enr,color=none",none,none
Put together a graph that shows the ratio of state and enr.,abstract,Pie,Easy,College,soccer_2,mark arc data college encoding x state y aggregate none enr transform ,"state,enr",none,arc,"x=state,y=enr,color=none",none,none
Create a chart that illustrates the proportion of state and enr.,abstract,Pie,Easy,College,soccer_2,mark arc data college encoding x state y aggregate none enr transform ,"state,enr",none,arc,"x=state,y=enr,color=none",none,none
Can I see the school with the fewest students for each state in a graph? ,abstract,Bar,Medium,college,soccer_2,mark bar data college encoding x cname y aggregate min enr transform group state ,"cName,enr",min enr,bar,"x=cName,y=min enr,color=none",none,none
Visualize the least enrollment at each school.,abstract,Pie,Easy,college,soccer_2,mark arc data college encoding x cname y aggregate min enr transform group state,"cName,enr",min enr,arc,"x=cName,y=min enr,color=none",none,none
Show me the lowest enrollment for each college.,abstract,Pie,Easy,college,soccer_2,mark arc data college encoding x cname y aggregate min enr transform group state,"cName,enr",min enr,arc,"x=cName,y=min enr,color=none",none,none
Give me a graph of the least amount of students for each college.,abstract,Pie,Easy,college,soccer_2,mark arc data college encoding x cname y aggregate min enr transform group state,"cName,enr",min enr,arc,"x=cName,y=min enr,color=none",none,none
Show a chart of the amount of students who tried out for each college in descending order.,abstract,Bar,Medium,tryout,soccer_2,mark bar data tryout encoding x cname y aggregate count cname transform group x sort y desc,cName,count cName,bar,"x=cName,y=count cName,color=none",y desc,none
Produce a graph of the number of students who took part in the tryout for each college arranged in descending count.,abstract,Bar,Medium,tryout,soccer_2,mark bar data tryout encoding x cname y aggregate count cname transform group x sort y desc,cName,count cName,bar,"x=cName,y=count cName,color=none",y desc,none
Create a visual of the number of students who tried out for each college in descending order.,abstract,Bar,Medium,tryout,soccer_2,mark bar data tryout encoding x cname y aggregate count cname transform group x sort y desc,cName,count cName,bar,"x=cName,y=count cName,color=none",y desc,none
Show me how many competitions there were for each type.,abstract,Bar,Easy,competition,sports_competition,mark bar data competition encoding x competition_type y aggregate count competition_type transform group x,Competition_type,count Competition_type,bar,"x=Competition_type,y=count Competition_type,color=none",none,none
Give me a visualization of the types of competitions and how many of each.,abstract,Bar,Easy,competition,sports_competition,mark bar data competition encoding x competition_type y aggregate count competition_type transform group x,Competition_type,count Competition_type,bar,"x=Competition_type,y=count Competition_type,color=none",none,none
Provide a bar chart of the number of competitions by type.,abstract,Bar,Easy,competition,sports_competition,mark bar data competition encoding x competition_type y aggregate count competition_type transform group x,Competition_type,count Competition_type,bar,"x=Competition_type,y=count Competition_type,color=none",none,none
